season,nbapersonid,All NBA Defensive First Team,All NBA Defensive Second Team,All NBA First Team,All NBA Second Team,All NBA Third Team,All Rookie First Team,All Rookie Second Team,Bill Russell NBA Finals MVP,Player Of The Month,Player Of The Week,Rookie Of The Month,all_star_game,rookie_all_star_game,allstar_rk,Defensive Player Of The Year_rk,Most Improved Player_rk,Most Valuable Player_rk,Rookie Of The Year_rk,Sixth Man Of The Year_rk,all_nba_points_rk,all_rookie_points_rk
2007,2544,0,0,1,0,0,0,0,0,2,3,0,TRUE,FALSE,2,NA,18,4,NA,NA,NA,NA
2007,2546,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,1,NA,NA,13,NA,NA,NA,NA
2007,2547,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,3,NA,NA,NA,NA,NA,NA,NA
2007,2730,0,1,1,0,0,0,0,0,2,2,0,TRUE,FALSE,1,7,23,5,NA,NA,NA,NA
2007,2744,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
2007,2746,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
2007,101108,0,1,1,0,0,0,0,0,2,2,0,TRUE,FALSE,5,7,8,2,NA,NA,NA,NA
2007,101114,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,21,12,NA,NA,NA,NA
2007,101122,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
2007,200081,0,0,0,0,0,0,1,0,0,0,1,FALSE,TRUE,NA,NA,NA,NA,5,NA,NA,NA
2007,200750,0,0,0,0,0,0,0,0,0,2,0,TRUE,TRUE,NA,NA,28,NA,NA,NA,NA,NA
2007,201142,0,0,0,0,0,1,0,0,0,0,5,FALSE,TRUE,7,NA,NA,NA,1,NA,NA,NA
2007,201143,0,0,0,0,0,1,0,0,0,0,3,FALSE,TRUE,NA,NA,NA,NA,2,NA,NA,NA
2007,201145,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
2007,201146,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE,5,NA,NA,NA,NA,NA,NA,NA
2007,201152,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
2007,201154,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
2007,201155,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,201171,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
2007,201196,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,406,0,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE,2,NA,NA,NA,NA,NA,NA,NA
2008,467,0,0,0,0,0,0,0,0,0,1,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
2008,708,1,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,2,8,NA,NA,NA,NA,NA,NA
2008,977,1,0,1,0,0,0,0,1,2,3,0,TRUE,FALSE,1,7,NA,2,NA,NA,NA,NA
2008,1495,0,1,0,1,0,0,0,0,0,1,0,TRUE,FALSE,1,11,NA,11,NA,NA,NA,NA
2008,1497,0,0,0,0,1,0,0,0,0,1,0,TRUE,FALSE,NA,NA,NA,6,NA,NA,NA,NA
2008,1717,0,0,1,0,0,0,0,0,1,2,0,TRUE,FALSE,6,NA,NA,10,NA,NA,NA,NA
2008,1718,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,4,NA,NA,7,NA,NA,NA,NA
2008,1733,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,1891,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,14,NA,NA,1,NA,NA
2008,1897,0,1,0,0,0,0,0,0,0,0,0,NA,NA,4,5,NA,NA,NA,NA,NA,NA
2008,2200,0,0,0,0,1,0,0,0,1,2,0,TRUE,FALSE,7,NA,NA,NA,NA,NA,NA,NA
2008,2203,0,1,0,0,0,0,0,0,0,0,0,NA,NA,8,4,NA,NA,NA,NA,NA,NA
2008,2225,0,0,0,0,1,0,0,0,0,2,0,TRUE,FALSE,5,NA,NA,8,NA,NA,NA,NA
2008,2397,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,1,NA,NA,12,NA,NA,NA,NA
2008,2405,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,2,NA,NA,NA,NA,NA,NA,NA
2008,2544,1,0,1,0,0,0,0,0,4,7,0,TRUE,FALSE,1,2,NA,1,NA,NA,NA,NA
2008,2546,0,0,0,0,1,0,0,0,0,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
2008,2547,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,5,NA,NA,NA,NA,NA,NA,NA
2008,2548,0,1,1,0,0,0,0,0,2,3,0,TRUE,FALSE,1,3,19,3,NA,NA,NA,NA
2008,2561,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2008,2730,1,0,1,0,0,0,0,0,0,4,0,TRUE,FALSE,1,1,NA,4,NA,NA,NA,NA
2008,2732,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,2734,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,4,NA,2,NA,NA,NA,NA,NA
2008,2744,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,2749,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,NA,NA,17,NA,NA,NA,NA,NA
2008,101108,1,0,0,1,0,0,0,0,2,4,0,TRUE,FALSE,2,6,NA,5,NA,NA,NA,NA
2008,101114,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,101115,0,0,0,0,0,0,0,0,0,1,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
2008,101122,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,8,NA,1,NA,NA,NA,NA,NA
2008,101135,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
2008,200750,0,0,0,1,0,0,0,0,0,2,0,TRUE,FALSE,10,NA,11,9,NA,NA,NA,NA
2008,200765,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,10,6,NA,NA,NA,NA,NA
2008,201155,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
2008,201164,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,9,NA,NA,NA
2008,201188,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,8,NA,NA,NA
2008,201563,0,0,0,0,0,1,0,0,0,0,1,FALSE,TRUE,NA,NA,NA,NA,7,17,NA,NA
2008,201564,0,0,0,0,0,1,0,0,0,0,2,FALSE,TRUE,NA,NA,NA,NA,2,NA,NA,NA
2008,201565,0,0,0,0,0,1,0,0,0,0,3,FALSE,TRUE,8,NA,NA,NA,1,NA,NA,NA
2008,201566,0,0,0,0,0,1,0,0,0,0,2,FALSE,TRUE,NA,NA,NA,NA,4,NA,NA,NA
2008,201567,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
2008,201569,0,0,0,0,0,0,1,0,0,0,1,FALSE,TRUE,NA,NA,NA,NA,5,NA,NA,NA
2008,201571,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,201572,0,0,0,0,0,1,0,0,0,0,2,FALSE,TRUE,NA,NA,NA,NA,3,NA,NA,NA
2008,201596,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
2009,708,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,2,NA,NA,NA,NA,NA,NA,NA
2009,959,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,2,NA,NA,8,NA,NA,NA,NA
2009,977,1,0,1,0,0,0,0,1,1,3,0,TRUE,FALSE,1,12,NA,3,NA,NA,NA,NA
2009,1495,0,1,0,0,1,0,0,0,0,1,0,TRUE,FALSE,2,14,NA,NA,NA,NA,NA,NA
2009,1497,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,8,NA,NA,12,NA,NA,NA,NA
2009,1536,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
2009,1717,0,0,0,1,0,0,0,0,0,4,0,TRUE,FALSE,3,NA,NA,7,NA,NA,NA,NA
2009,1718,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,4,NA,NA,NA,NA,NA,NA,NA
2009,1938,0,0,0,0,0,0,0,0,0,1,0,NA,NA,7,NA,NA,11,NA,4,NA,NA
2009,2037,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2009,2200,0,0,0,0,1,0,0,0,0,1,0,TRUE,FALSE,4,NA,NA,NA,NA,NA,NA,NA
2009,2207,0,0,0,0,1,0,0,0,0,1,0,TRUE,FALSE,7,NA,NA,12,NA,NA,NA,NA
2009,2222,1,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,NA,3,8,NA,NA,NA,NA,NA
2009,2405,0,0,0,1,0,0,0,0,1,0,0,TRUE,FALSE,1,NA,NA,10,NA,NA,NA,NA
2009,2430,0,0,0,0,0,0,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,2544,1,0,1,0,0,0,0,0,4,6,0,TRUE,FALSE,1,4,NA,1,NA,NA,NA,NA
2009,2546,0,0,0,1,0,0,0,0,1,2,0,TRUE,FALSE,1,NA,NA,6,NA,NA,NA,NA
2009,2547,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,3,NA,NA,12,NA,NA,NA,NA
2009,2548,0,1,1,0,0,0,0,0,1,2,0,TRUE,FALSE,1,10,NA,5,NA,NA,NA,NA
2009,2549,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,NA,NA,19,NA,NA,NA,NA,NA
2009,2730,1,0,1,0,0,0,0,0,0,4,0,TRUE,FALSE,1,1,18,4,NA,NA,NA,NA
2009,2746,0,1,0,0,0,0,0,0,0,0,0,NA,NA,5,2,16,NA,NA,NA,NA,NA
2009,2760,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,9,NA,NA,NA,3,NA,NA
2009,101106,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,7,5,NA,NA,NA,NA,NA
2009,101108,0,0,0,0,0,0,0,0,1,0,0,TRUE,FALSE,3,NA,NA,NA,NA,NA,NA,NA
2009,101114,0,0,0,1,0,0,0,0,0,1,0,TRUE,FALSE,NA,NA,NA,9,NA,NA,NA,NA
2009,200750,0,0,0,0,1,0,0,0,0,1,0,TRUE,FALSE,10,NA,NA,NA,NA,NA,NA,NA
2009,200757,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
2009,200765,1,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,8,5,12,NA,NA,NA,NA,NA
2009,201142,0,0,1,0,0,0,0,0,1,3,0,TRUE,FALSE,5,NA,2,2,NA,NA,NA,NA
2009,201155,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,201166,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,1,NA,NA,NA,NA,NA
2009,201565,0,0,0,0,0,0,0,0,1,1,0,TRUE,FALSE,5,NA,NA,NA,NA,NA,NA,NA
2009,201566,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,NA,NA,6,NA,NA,NA,NA,NA
2009,201935,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
2009,201936,0,0,0,0,0,1,0,0,0,0,2,FALSE,TRUE,NA,NA,NA,NA,1,NA,NA,NA
2009,201938,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,5,NA,NA,NA
2009,201939,0,0,0,0,0,1,0,0,0,0,3,FALSE,TRUE,NA,NA,NA,NA,2,NA,NA,NA
2009,201943,0,0,0,0,0,1,0,0,0,1,4,FALSE,TRUE,NA,NA,NA,NA,3,NA,NA,NA
2009,201944,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,201954,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
2009,201959,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,5,NA,NA,NA
2009,201971,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
2009,201973,0,0,0,0,0,0,1,0,0,0,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
2009,201977,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
2010,708,1,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,3,2,NA,NA,NA,NA,NA,NA
2010,977,1,0,1,0,0,0,0,0,1,1,0,TRUE,FALSE,1,11,NA,4,NA,NA,NA,NA
2010,1497,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,1717,0,0,0,1,0,0,0,1,0,2,0,TRUE,FALSE,6,NA,NA,6,NA,NA,NA,NA
2010,1718,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,4,NA,NA,NA,NA,NA,NA,NA
2010,1885,0,0,0,0,0,0,0,0,0,0,0,NA,NA,7,NA,NA,NA,NA,1,NA,NA
2010,1938,0,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE,3,NA,NA,8,NA,NA,NA,NA
2010,2199,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,24,NA,NA,NA,NA,NA
2010,2200,0,0,0,1,0,0,0,0,0,1,0,TRUE,FALSE,3,NA,NA,NA,NA,NA,NA,NA
2010,2216,0,0,0,0,1,0,0,0,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,2225,0,0,0,0,0,0,0,0,0,2,0,NA,NA,7,NA,NA,12,NA,NA,NA,NA
2010,2405,0,0,0,1,0,0,0,0,0,2,0,TRUE,FALSE,2,NA,21,9,NA,NA,NA,NA
2010,2544,1,0,1,0,0,0,0,0,3,5,0,TRUE,FALSE,1,9,NA,3,NA,NA,NA,NA
2010,2546,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,2,NA,NA,NA,NA,NA,NA,NA
2010,2548,0,0,0,1,0,0,0,0,1,3,0,TRUE,FALSE,1,16,NA,7,NA,NA,NA,NA
2010,2730,1,0,1,0,0,0,0,0,2,6,0,TRUE,FALSE,1,1,NA,2,NA,NA,NA,NA
2010,2738,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
2010,2754,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,24,NA,NA,11,NA,NA
2010,2755,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,101108,0,1,0,0,1,0,0,0,0,1,0,TRUE,FALSE,2,12,NA,13,NA,NA,NA,NA
2010,101114,0,0,0,0,0,0,0,0,1,1,0,TRUE,FALSE,6,NA,NA,NA,NA,NA,NA,NA
2010,101145,0,0,0,0,0,0,0,0,0,1,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
2010,200746,0,0,0,0,1,0,0,0,1,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
2010,200765,1,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,3,5,NA,10,NA,NA,NA,NA
2010,200768,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
2010,201142,0,0,1,0,0,0,0,0,2,2,0,TRUE,FALSE,1,NA,NA,5,NA,NA,NA,NA
2010,201143,0,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE,5,NA,NA,NA,NA,NA,NA,NA
2010,201149,0,1,0,0,0,0,0,0,0,0,0,NA,NA,3,15,NA,NA,NA,NA,NA,NA
2010,201565,0,0,1,0,0,0,0,0,1,2,0,TRUE,FALSE,2,NA,4,1,NA,NA,NA,NA
2010,201566,0,0,0,1,0,0,0,0,0,4,0,TRUE,FALSE,5,NA,7,NA,NA,NA,NA,NA
2010,201567,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,8,NA,1,NA,NA,NA,NA,NA
2010,201933,0,0,0,0,0,1,0,0,0,0,6,TRUE,TRUE,4,NA,NA,10,1,NA,NA,NA
2010,202322,0,0,0,0,0,1,0,0,0,0,4,FALSE,TRUE,6,NA,NA,NA,2,NA,NA,NA
2010,202324,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
2010,202325,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
2010,202326,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,3,NA,NA,NA
2010,202328,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,6,NA,NA,NA
2010,202331,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,202339,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
2010,202361,0,0,0,0,0,1,0,0,0,0,2,FALSE,TRUE,NA,NA,NA,NA,4,NA,NA,NA
2010,202390,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,5,NA,NA,NA
2011,708,0,1,0,0,0,0,0,0,0,1,0,NA,NA,4,5,NA,NA,NA,NA,24,NA
2011,977,0,1,1,0,0,0,0,0,1,2,0,TRUE,FALSE,1,NA,NA,4,NA,NA,3,NA
2011,1717,0,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE,4,NA,NA,12,NA,NA,14,NA
2011,1718,0,0,0,0,0,0,0,0,1,2,0,TRUE,FALSE,7,NA,NA,NA,NA,NA,20,NA
2011,2199,0,1,0,0,1,0,0,0,0,0,0,NA,NA,3,1,NA,NA,NA,NA,15,NA
2011,2207,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,10,NA,NA,15,NA,NA,26,NA
2011,2225,0,0,0,1,0,0,0,0,0,1,0,TRUE,FALSE,NA,NA,24,5,NA,NA,7,NA
2011,2400,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,2544,1,0,1,0,0,0,0,1,2,6,0,TRUE,FALSE,1,4,NA,1,NA,NA,1,NA
2011,2546,0,0,0,0,1,0,0,0,1,0,0,TRUE,FALSE,2,NA,NA,NA,NA,NA,12,NA
2011,2548,0,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE,2,18,NA,10,NA,NA,10,NA
2011,2730,1,0,1,0,0,0,0,0,0,1,0,TRUE,FALSE,1,3,NA,7,NA,NA,5,NA
2011,2736,0,1,0,0,0,0,0,0,0,0,0,TRUE,FALSE,6,9,NA,NA,NA,NA,30,NA
2011,2744,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,21,NA
2011,2754,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
2011,101108,1,0,1,0,0,0,0,0,1,1,0,TRUE,FALSE,2,12,NA,3,NA,NA,4,NA
2011,101115,0,0,0,1,0,0,0,0,0,2,0,TRUE,FALSE,1,NA,4,NA,NA,NA,6,NA
2011,101141,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
2011,101145,0,0,0,0,0,0,0,0,0,1,0,NA,NA,7,NA,NA,NA,NA,NA,35,NA
2011,200765,0,1,0,0,1,0,0,0,0,0,0,TRUE,FALSE,3,NA,NA,8,NA,NA,13,NA
2011,201142,0,0,1,0,0,0,0,0,2,3,0,TRUE,FALSE,1,NA,NA,2,NA,NA,2,NA
2011,201188,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,3,12,21,NA,NA,NA,17,NA
2011,201274,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,201565,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,1,NA,NA,11,NA,NA,18,NA
2011,201566,0,0,0,1,0,0,0,0,0,2,0,TRUE,FALSE,5,18,NA,12,NA,NA,9,NA
2011,201567,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,5,NA,16,6,NA,NA,8,NA
2011,201583,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2011,201586,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,2,11,NA,NA,NA,35,NA
2011,201609,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
2011,201933,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,2,NA,NA,NA,NA,NA,11,NA
2011,201935,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,17,NA,NA,1,29,NA
2011,201937,0,0,0,0,0,1,0,0,0,0,1,FALSE,TRUE,3,NA,NA,NA,2,NA,NA,2
2011,201951,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
2011,202391,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,NA,NA,6,NA,NA,NA,NA,NA
2011,202681,0,0,0,0,0,1,0,0,0,0,3,FALSE,TRUE,9,NA,NA,NA,1,NA,NA,1
2011,202682,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,11
2011,202684,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,11
2011,202688,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,8,NA,NA,5
2011,202691,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6,NA,NA,4
2011,202695,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,4,NA,NA,5
2011,202697,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,14,NA,NA,5,NA,NA,5
2011,202702,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,3,NA,NA,3
2011,202705,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,10,NA,NA,10
2011,202718,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,8
2011,202738,0,0,0,0,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,7,NA,NA,9
2012,977,0,0,1,0,0,0,0,0,1,3,0,TRUE,FALSE,1,NA,NA,5,NA,NA,4,NA
2012,1495,0,1,1,0,0,0,0,0,0,1,0,TRUE,FALSE,4,6,NA,7,NA,NA,6,NA
2012,2199,1,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,5,13,NA,NA,NA,NA,25,NA
2012,2225,0,0,0,1,0,0,0,0,1,1,0,TRUE,FALSE,7,NA,NA,6,NA,NA,9,NA
2012,2430,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,38,NA
